service,city,state,company_name,phone,address,website,description,services_offered,pricing,google_rating,google_reviews_count,source_url,collected_date,actual_website,cost_range,years_in_business,license_number,insured,bbb_accredited,bbb_rating,service_area,business_hours,email,logo_url
basement waterproofing,Lewiston,ME,Southern Maine Waterproofing,Not Provided,Serving Brunswick and the Surrounding Area,https://www.yelp.com/biz/southern-maine-waterproofing-brunswick,,,,5,1,https://m.yelp.com/search?find_desc=Basement+Waterproofing&find_loc=Lewiston%2C+ME,2026-06-05,,,,,,,,,,,
basement waterproofing,Lewiston,ME,Summit Foundation Solutions,Not Provided,Not Provided,https://www.yelp.com/biz/summit-foundation-solutions-topsham,"At Summit Foundation Solutions, we pride ourselves on delivering exceptional value through our services. We use the highest quality materials and cutting-edge technology to ensure our products meet the highest standards. Our team is dedicated to understanding and fulfilling your unique needs.","Design services, Driveway, Interior wall, Retaining wall, Walkway or pathway, Exterior wall, Patio, porch, or terrace, Steps, Construction or installation, Masonry/concrete removal, Masonry/concrete repair, Masonry/concrete sealing.",,5,2,https://m.yelp.com/search?find_desc=Basement+Waterproofing&find_loc=Lewiston%2C+ME,2026-06-05,www.yelp.com/biz/summit-foundation-solutions-topsham,,,,,,,Serving Topsham Area,Open 24 hours,/,
basement waterproofing,Lewiston,ME,Custom Concrete,,Serving Saco and the Surrounding Area,https://www.yelp.com/biz/custom-concrete-saco?osq=Foundation+Repair&override_cta=Request+pricing+%26+availability,"We are a small and growing concrete company. We specialize, but are not excluded to decorative flatwork, giving our customers design choices and color options for their patios and other concrete needs.","Design services, Driveway installation, Interior wall construction, Retaining wall construction, Walkway or pathway construction, Exterior wall installation, Patio, porch, or terrace design, Steps construction, Construction or installation, Masonry/concrete removal, Masonry/concrete repair, Masonry/concrete sealing.",,5,3,https://m.yelp.com/search?find_desc=Foundation+Repair&find_loc=Lewiston%2C+ME,2026-06-05,https://www.yelp.com/biz/custom-concrete-saco,,,,,,,Serving Saco Area,"Monday - 7:00 AM - 7:00 PM, Tuesday - 7:00 AM - 7:00 PM, Wednesday - 7:00 AM - 7:00 PM, Thursday - 7:00 AM - 7:00 PM, Friday - 7:00 AM - 7:00 PM, Saturday - 7:00 AM - 7:00 PM, Sunday - Closed.",,
basement waterproofing,Lewiston,ME,MacLeod Structural Engineers,,Serving Yamouth and the Surrounding Area,https://www.yelp.com/biz/macleod-structural-engineers-yamouth?osq=Foundation+Repair&override_cta=Request+pricing+%26+availability,"MacLeod Structural Engineers offers structural engineering services including project consultation, drawing, design, inspection, and forensic investigation.","Structural engineering project consultation, Structural drawing, Structural engineering design, Structural inspection, Structural forensic investigation.",,5,1,https://m.yelp.com/search?find_desc=Foundation+Repair&find_loc=Lewiston%2C+ME,2026-06-05,https://www.macleodstructuralengineering.com,,,,,,,Yamouth Area,Monday to Friday: 9:00 AM - 4:00 PM; Saturday and Sunday: Closed,,
basement waterproofing,Presque Isle,ME,SANTA BAY CONSTRUCTION & REMODELING,$249/on-site estimate (waived if hired),,https://www.thumbtack.com/ca/fremont/general-contractors/santa-bay-construction-remodeling/service/551986504567283719,"At Santa Bay Construction, we don’t just build homes — we rebuild trust, restore beauty, and create lasting peace of mind. Bringing your project to life at an affordable rate is our passion. We’re a Ukrainian-founded team of Slavic and American construction professionals with extensive hands-on experience, forged under the pressure of war and now proudly serving Californians with our steadfast honesty, discipline, and heart.","Handyman, General Contracting, Interior Design, Interior Painting, Tile Installation and Replacement, Cabinetry, Deck or Porch Repair, Gutter Cleaning and Maintenance, Gardening, Outdoor Landscaping and Design, Exterior Painting, Countertop Installation, Home Modification for Accessibility, Paint Removal, Home Waterproofing, Water Damage Cleanup and Restoration, Mold Inspection and Removal, Stucco Application, Demolition Services, Framing Carpentry, Construction Services, Architectural Services, Engineering and Technical Design, Drywall Installation and Hanging, Carpet Installation, Floor Installation or Replacement, General Carpentry, Home Inspection, Foundation Repair, Plastering, Fence and Gate Installation, Gutter Installation or Replacement, Home Remodeling, Bathroom Remodel, Kitchen Remodel, Stair Installation, Remodel, or Repair, Railing Installation or Remodel, Deck or Porch Remodel or Addition, Room Remodel, New Home Construction, Drywall Repair and Texturing, Cabinet Refinishing and Repair, Patio Remodel or Addition, Deck Staining and Sealing, Basement Finishing or Remodeling, Fence Painting, Cabinet Painting, Faux Finishing or Painting, Floor Painting or Coating, Roof Inspection, Carpet Removal, Plumbing Inspection, Garage Addition or Remodel, Excavation Services, Finish Carpentry",,5,14,https://www.thumbtack.com/k/basement-waterproofing-companies/near-me,2026-06-05,https://www.thumbtack.com/ca/fremont/general-contractors/santa-bay-construction-remodeling/service/551986504567283719,,,,,,,"Fremont, CA",This pro hasn't listed their business hours.,,
basement waterproofing,Scarborough,ME,Coastal Basement Waterproofing,,,https://www.homeadvisor.com/rated.CoastalBasement.17569372.html,"We pride our company on reliability, great communication, integrity and quality work. We strongly believe in giving our absolute best in all the work we perform. We are experts and will always keep you educated about the work process. We look forward to earning your business.","Brick and Stone Patios, Walks & Steps - Install, Brick or Stone - Tuck-pointing, Brick, Stone or Block Wall - Install, Foundation or Basement - Waterproofing, Inspection - Waterproofing",,5,1,https://www.homeadvisor.com/rated.CoastalBasement.17569372.html,2026-06-05,https://www.homeadvisor.com/rated.CoastalBasement.17569372.html,,46 years of experience,,,,,,,,
basement waterproofing,Ellsworth,ME,Eastern Maine Drainage,Not provided,"Serving Ellsworth, ME and surrounding areas",https://www.angi.com/companylist/us/me/old-town/eastern-maine-drainage-reviews-1.htm,"At Eastern Maine Drainage, customer satisfaction is our top priority. We take pride in our professionalism, attention to detail, and commitment to providing the best waterproofing solutions in the industry. Whether you're dealing with a leaky basement and need a full system installed, or looking to upgrade your sump pump, we're here to help protect your home from water intrusion, so you can have peace of mind. We also offer tree removal, junk removal, demo work etc.","Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Basement Drainage Channels Installation, tree removal, junk removal, demo work",,5,7,https://www.angi.com/companylist/us/me/ellsworth/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/me/old-town/eastern-maine-drainage-reviews-1.htm,"$100 - $12,500",2,,Yes,,,"Old Town, ME",,,
basement waterproofing,Ellsworth,ME,octagon-restoration,"Not provided, please contact through website.","Serving Ellsworth, ME and surrounding areas",https://www.angi.com/companylist/us/me/windham/octagon-cleaning-and-restoration-reviews-2187896.htm,"Evergreen Air Quality Services specializes in comprehensive indoor air quality inspections and environmental testing, including mold, asbestos, VOC, dust, and bacterial sampling. With over 20 years of experience and rapid 24–48 hour lab results, they provide impartial assessments for residential, commercial, and institutional properties in Maine and New Hampshire.","We provide mold remediation, water damage restoration, carpet cleaning, air duct cleaning, and more for Residential and Commercial properties. Our firm is IICRC Certified and proud members of the Better Business Bureau.",,4.7,96,https://www.angi.com/companylist/us/me/ellsworth/basement-waterproofing.htm,2026-06-05,https://www.octagonrestoration.com,"$99 - $9,800",24 years,"Not provided, recommend to contact for details.",Yes,,,Maine and New Hampshire,,,https://img.logo.dev/octagonrestoration.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
basement waterproofing,Ellsworth,ME,Northeast Home Inspections,,"Serving Ellsworth, ME and surrounding areas",https://www.angi.com/companylist/us/me/orono/northeast-home-inspections-reviews-1.htm,"Northeast Home Inspections is the solution to all of your home inspection needs. We take great pride in our extreme professionalism, timeliness, and superior customer service on every job. We make sure to develop a lasting relationship, so that the next time service is needed, there will be no question on who to call. Satisfaction guaranteed!","Home Inspections, Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation",,4.8,6,https://www.angi.com/companylist/us/me/ellsworth/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/me/orono/northeast-home-inspections-reviews-1.htm,$875,7 years of experience,,Yes,,,"Orono, ME and nearby areas",,,
basement waterproofing,Ellsworth,ME,KDH Painting,Not provided,"Serving Ellsworth, ME and surrounding areas",https://www.angi.com/companylist/us/me/amherst/kdh-painting-reviews-104678301.htm,Reasonable Prices. We understand times are tough right now and we try to be reasonable for our clients because we care not just for your home but for you and your family!,"Painting, Repair, Staining",,5,3,https://www.angi.com/companylist/us/me/ellsworth/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/me/amherst/kdh-painting-reviews-104678301.htm,"$3,200",7,Not provided,Yes,,,"Amherst, ME",,,
basement waterproofing,Ellsworth,ME,thibodeaus sealcoating,N/A,N/A,https://www.yelp.com/biz/thibodeaus-sealcoating-corinth,"High quality asphalt sealcoating services and crack sealing repairs land clearing, prices on average range from $1000 to 5000$…","Asphalt sealcoating, crack sealing, land clearing",,5,1,https://www.yelp.com/biz/eastern-basements-ellsworth,2026-06-05,https://www.yelp.com/biz/thibodeaus-sealcoating-corinth,,,,,,,"Corinth, ME",Not provided,Not provided,
basement waterproofing,Ellsworth,ME,C & R Carpet Cleaning,N/A,N/A,https://www.yelp.com/biz/c-and-r-carpet-cleaning-ellsworth,"C & R Carpet Cleaning brings a fresh perspective to clean carpets and pristine floors in Down East Maine. Since 2018, they've been breathing new life into homes and businesses with expert residential and commercial carpet cleaning, area rug revitalization, and upholstery care. Skilled technicians also specialize in tile and grout cleaning, and hardwood floor steam.","Carpet cleaning, Rug cleaning, Upholstery cleaning, Damage restoration, Mold remediation",,5,2,https://www.yelp.com/biz/eastern-basements-ellsworth,2026-06-05,https://www.yelp.com/biz/c-and-r-carpet-cleaning-ellsworth,,,,,,,Serving Ellsworth Area,Open 24 hours,,
basement waterproofing,Laconia,NH,James Donegan,,,https://www.angi.com/companylist/us/nh/newton/james-donegan-reviews-1.htm,"Contact James Donegan for reliable oil tank installation, replacement, and oil-fired boiler services. With over 30 years of hands-on experience, James delivers safe, code-compliant work you can trust to be done right the first time. He has been recognized as a HomeAdvisor 'Best Of' award winner and is Roth Oil Tank certified, ensuring high standards and expert-level service on every job.",Oil Tank Installation and Replacement,,5,1,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/nh/newton/james-donegan-reviews-1.htm,"$1,800 - $5,800",38 years,,Yes,,,New Hampshire,,,
basement waterproofing,Laconia,NH,Redman Plumbing and Heating,,,https://www.angi.com/companylist/us/nh/belmont/redman-plumbing-and-heating-reviews-10497729.htm,"My time in the United States Army taught me many things, and I am taking the seven army values to the plumbing trade. Loyalty. Duty. Respect. Selfless Service. Honor. Integrity. Personal Courage. I guarantee this, on top of my work. No customer left behind.","Plumbing for a Remodel or Addition - Install, Faucets, Fixtures and Pipes Repair or Replace, Drain Clog or Blockage Clearing, +11 more",,5,1,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/nh/belmont/redman-plumbing-and-heating-reviews-10497729.htm,"$2,000",,,,,,,,,
basement waterproofing,Laconia,NH,"Stafford Oil Company, Inc.",Not provided in the content,Not provided in the content,https://www.angi.com/companylist/us/nh/laconia/stafford-oil-company%2C-inc-reviews-8378933.htm,"Stafford Oil Company, Inc. has been providing heating oil delivery and HVAC services for residential customers. Their services include heating system installations, repairs, and maintenance, with a commitment to customer satisfaction over the years.","Electrical Baseboard or Wall Heater - Repair, Central A/C - Install, Central A/C - Service or Repair, and more (totaling over 60 different services).",,4,1,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.staffordoil.com,"Not specified directly; customer feedback indicates prices such as $180 and $8,300 for specific services.",Over 25 years,Not specified in the provided data,Yes,,,"New Hampshire, primarily in the Laconia area and surrounding cities.",,,https://img.logo.dev/staffordoil.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
basement waterproofing,Laconia,NH,"Advanced Bio-Cleaning, LLC",,,https://www.angi.com/companylist/us/nh/raymond/advanced-biocleaning-llc-reviews-76899860.htm,Commercial Toxicity and Mold Removal,"Mold removal, toxic material handling",,5,1,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/nh/raymond/advanced-biocleaning-llc-reviews-76899860.htm,"$400 - $3,400",8 years,,Yes,,,"Serves Raymond, NH and surrounding areas",,,
basement waterproofing,Laconia,NH,Apex Handyman and Restoration,,,https://www.angi.com/companylist/us/nh/hopkinton/apex-handyman-and-restoration-reviews-1.htm,"Apex Handyman and Restoration, LLC, is committed to excellence in every aspect of our business. We uphold a standard of integrity bound by fairness, honesty, and personal responsibility. Our distinction is the quality of service we bring to our customers. Accurate knowledge of our trade combined with ability is what makes us true professionals. Above all, we are watchful of our customers' interests and make their concerns the basis of our business.","Bathroom Remodel, Garage Remodeling, Kitchen Remodel",,5,1,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/nh/hopkinton/apex-handyman-and-restoration-reviews-1.htm,,6 years,,Yes,,,,,,
basement waterproofing,Laconia,NH,"North Shore Home Energy, LLC",,,https://www.angi.com/companylist/us/nh/south-hampton/north-shore-home-energy-llc-reviews-1.htm,"We are a well-established business, with over 5 years of unmatched expertise. Customer preference and priorities are always first. We are very timely with our work and never lose attention to detail. Contact NSHEC today for your free estimate and we will be there in your time of need!","Boiler installation and repairs, HVAC Repairs & Install, Restaurant refrigeration service, Central A/C Installation, Central A/C Service or Repair, Heat Pump Installation and Replacement.",,5,1,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.example.com,"$300 - $3,800",11 years,,Yes,,,"South Hampton, NH",,,https://img.logo.dev/example.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
basement waterproofing,Laconia,NH,"All Dry Basement, LLC",,,https://www.angi.com/companylist/us/ny/ballston-spa/all-dry-basement-llc-reviews-1.htm,"At All Dry Basement, we pride ourselves on providing quality service that customers can believe in. Whether it is basement waterproofing, sump pump installs or repairs and foundation repairs, we can take care of all of your basement needs. We look forward to working with you!","Concrete Foundation Repair, Brick, Stone or Block Wall Repair, Foundation Drainage Installation and Replacement, Basement Wall Panels, Structural Wall Repair, De-humidifier Installation, Crawl Space Waterproofing, Bowed Wall Repair, Foundation and Basement Waterproofing, Sump Pump installation and replacement.",,5,1,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/ny/ballston-spa/all-dry-basement-reviews-9214156.htm,,16 years,,Yes,,,"Ballston Spa, NY",,,
basement waterproofing,Laconia,NH,Erickson Foundation Solutions,,,https://www.angi.com/companylist/us/nh/hudson/erickson-foundation-solutions-reviews-10198875.htm,"Erickson Foundation Solutions is your local expert for ALL THINGS BASEMENTY! We specialize in basement waterproofing, foundation and crawl space repair, sump pump installation and maintenance, concrete lifting & leveling, as well as radon mitigation. When it comes to problems or ongoing issues in your basement, we offer permanent solutions! We are a family owned business that began in 1979, proudly serving New Hampshire, Massachusetts, and Rhode Island.","Concrete Foundation Repair, Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Radon Mitigation, Sump Pump Installation, Concrete Lifting & Leveling",,4.6,10,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.ericksonfoundationsolutions.com,"$49 - $185,000",47 years,,Yes,,,"New Hampshire, Massachusetts, Rhode Island",,,https://img.logo.dev/ericksonfoundationsolutions.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
basement waterproofing,Laconia,NH,VT Concrete Cutting & Concrete Solutions,Contact for phone number,Contact for address,https://www.angi.com/companylist/us/vt/barre/vt-concrete-cutting-concrete-solutions-reviews-1.htm,"We pride our company on reliability, integrity and quality work. We are experts in our trade. We look forward to earning your business! VT Concrete Cutting & Concrete Solutions has been servicing all of VT, NH and Eastern NY for over 25 years with any concrete needs. Our capabilities include coring up to 48” in diameter, cutting to any depth with our wire saw, concrete crack repair and injections, basement waterproofing, sump pump installations, basement and egress window installations, bulkhead door replacements, crawlspace repair, moisture control, concrete replacement up to 500sq feet, foundation repair and so much more.","Concrete Foundation Repair, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Poured Concrete Wall Repair, and more.",,4.1,31,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.vtconcretecutting.com,"$1,900 - $17,000",25 years,Contact business for licensing information,Yes,,,"Vermont, New Hampshire, Eastern New York",,,https://img.logo.dev/vtconcretecutting.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
basement waterproofing,Laconia,NH,Broman Contracting LLC,Not provided,Not provided,https://www.angi.com/companylist/us/nh/manchester/broman-contracting-llc-reviews-160994717.htm,"Broman Contracting LLC is a locally owned and operated company with over 20 years of experience providing trusted foundation health solutions to homeowners. We specialize in protecting homes from the ground up, offering services like waterproofing, foundation repair, crawlspace encapsulation, drainage systems, sump pumps, and radon mitigation. Our goal is to keep your home safe, dry, and structurally sound while delivering honest recommendations and high-quality workmanship you can rely on.","Drywall Repair, Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, and more.",,5,3,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/nh/manchester/broman-contracting-llc-reviews-160994717.htm,$600 for Asphalt Sealing,Over 20 years,Contact business for details,Yes,,,"Local area around Manchester, NH",,,
basement waterproofing,Laconia,NH,Green Home Solutions of North Central MA,,,https://www.angi.com/companylist/us/ma/acton/green-home-solutions-of-north-central-ma-reviews-1.htm,"We provide comprehensive indoor air solutions that target the root cause of the problem, not just the symptoms. Our team of experts utilizes science-backed, eco-friendly treatments to eliminate mold, mildew, and other pollutants. With years of experience and a commitment to sustainability, we've successfully transformed thousands of homes, offices, and healthcare facilities across America.","Indoor Air Quality Assessments, Mold Remediation, HVAC Duct Cleaning, Probiotic Treatments.",,4.8,13,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.greenhomesolutions.com/north-central-ma,"$450 - $2,900",5 years,70137342,Yes,,,North Central Massachusetts,,,https://img.logo.dev/greenhomesolutions.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
basement waterproofing,Laconia,NH,"Freedom Framing and More, LLC",Not provided,Not provided,https://www.angi.com/companylist/us/nh/rindge/freedom-framing-and-more-llc-reviews-1.htm,"Freedom Framing and More, LLC is committed to excellence in every aspect of our business. We uphold a standard of integrity bound by fairness, honesty and responsibility in all of our jobs. We are a locally owned and operated business with more than 4 years of experience serving New Hampshire, NH and surrounding areas. There is no job too big, or too small for our team. Call today and let us put our experience to work for you!","Decks, additions, remodels, handyman for multiple small projects, exterior surfaces - powerwashing, carpentry framing - install",,4.3,14,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.angi.com/companylist/us/nh/rindge/freedom-framing-and-more-llc-reviews-1.htm,"$700 - $10,000",4 years,206791,Yes,,,"New Hampshire, NH and surrounding areas",,,
basement waterproofing,Laconia,NH,"NH Dry Basement, LLC",Not provided,Not provided,https://www.angi.com/companylist/us/nh/hampton/nh-dry-basement-reviews-1.htm,With years of experience trust your basement to a professional. From floods to blizzards protect your home from the elements. Keep your valuables safe and dry with the crew that does it right the first time.,"Basement Waterproofing, Sump Pumps, Interior Foundation Drains Installation, French Drains, Stone Foundations, Sump Pump Repair or Replace",,4.8,72,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.nhdrybasement.com,"$1,500 - $13,000",46 years,Not provided,Yes,,,"Hampton, NH",,,https://img.logo.dev/nhdrybasement.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
basement waterproofing,Laconia,NH,Green Mountain Basement Solutions LLC,Not specified in content.,Not specified in content.,https://www.angi.com/companylist/us/vt/essex-junction/green-mountain-basement-solutions-llc-reviews-6316000.htm,Green Mountain Basement Solutions LLC is the only company in Vermont and New Hampshire with a nationally backed warranty. We are the only company with 24 hour emergency service to our customers! We are the certified installer of the Grate Drain system. We repair bowing walls on foundations and are the premier company for a foundation inspection prior to buying a home. We install drainage systems to prevent any water from entering the basement and offer free estimates for homeowners. Our staff is certified with Grate Products to properly rid your home of water and structural defects. Bowing walls are a specialty.,"Basement waterproofing with Lifetime transferable warranty, Crawlspace Encapsulation, Power Brace installation with Carbon fiber technology, Repair of bowing block and concrete walls, Sill plate spray foam sealing, Sump Pump installation.",,4,30,https://www.angi.com/companylist/us/nh/laconia/basement-waterproofing.htm,2026-06-05,https://www.greenmountainbasements.com/,"$1,200 - $20,000.",19 years.,Not specified in content.,Yes.,,,Vermont and New Hampshire.,,,
basement waterproofing,Concord,NH,Pioneer Basement,N/A,"Serving Concord, NH and surrounding areas",https://www.homeadvisor.com/rated.pioneerbasement.158682335.html,"Family owned and operated since 1984. Pioneer Basement specializes in concrete foundation repair, foundation drainage installation, basement waterproofing, and more.","Concrete Foundation Repair, Foundation Drainage Installation and Replacement, Foundation Waterproofing, Basement Waterproofing / Encapsulation, Crawlspace Waterproofing, Emergency Services, Free Estimates, Warranties",,4.5,264,https://www.homeadvisor.com/tloc/Concord-NH/Foundation-or-Basement-Waterproofing,2026-06-05,https://www.pioneerbasement.com,"$50 - $7,000",42,,Yes,,,,,,https://img.logo.dev/pioneerbasement.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
basement waterproofing,Concord,NH,Northern Basement Systems,N/A,"Serving Concord, NH and surrounding areas",https://www.homeadvisor.com/rated.northernbasementsystems.159430120.html,"Matt Clark's Northern Basement Systems, locally owned and operated, is the leading basement waterproofing, crawl space moisture control, and foundation repair contractor in Vermont, New Hampshire, & Essex and Clinton County NY. We are accredited with the Better Business Bureau and maintain a consistent A+ rating. We offer quality basement & foundation work while providing outstanding service to each and every one of our customers.","Concrete Foundation Repair, Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Sump Pump System, Crawl Space Repair, Concrete Leveling and Sealing, Mold Problems.",,4.6,21,https://www.homeadvisor.com/tloc/Concord-NH/Foundation-or-Basement-Waterproofing,2026-06-05,https://www.homeadvisor.com/rated.northernbasementsystems.159430120.html,"$3,000 - $16,000 (based on previous projects)",16 years,,,,,,,,
basement waterproofing,Concord,NH,Groundworks,N/A,"Serving Concord, NH and surrounding areas",https://www.homeadvisor.com/rated.ResconBasement.1021347.html,"Groundworks is the North America’s leading and fastest-growing foundation repair and water management solutions provider. Groundworks is a vertically integrated company with its own manufacturing operations and a world-class software solution, allowing us to serve our customers more effectively. From the first phone call to the annual maintenance offered, our customers have peace of mind knowing we’re there with one mission – to repair, protect and improve their home.","Concrete Foundation Repair, Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Sump Pump Installation and Repairs, Inspection Services.",,4.6,26,https://www.homeadvisor.com/tloc/Concord-NH/Foundation-or-Basement-Waterproofing,2026-06-05,https://www.homeadvisor.com/rated.ResconBasement.1021347.html,"$475 - $19,000",30 years,,Yes,,,,,,
basement waterproofing,Concord,NH,Erickson Foundation Solutions,N/A,"Serving Concord, NH and surrounding areas",https://www.homeadvisor.com/rated.ericksonfoundationsolutions.159192711.html,"Erickson Foundation Solutions is your local expert for ALL THINGS BASEMENTY! We specialize in basement waterproofing, foundation and crawl space repair, sump pump installation and maintenance, concrete lifting & leveling, as well as radon mitigation. When it comes to problems or ongoing issues in your basement, we offer permanent solutions! We are a family owned business that began in 1979, proudly serving New Hampshire, Massachusetts, and Rhode Island.","Concrete Foundation Repair, Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Sump Pump Installation and Maintenance, Concrete Lifting & Leveling, Radon Mitigation",,4.6,10,https://www.homeadvisor.com/tloc/Concord-NH/Foundation-or-Basement-Waterproofing,2026-06-05,https://www.homeadvisor.com/rated.ericksonfoundationsolutions.159192711.html,"$3,900 - $185,000",47 years,,Yes,,,,,,
basement waterproofing,Concord,NH,Broman Contracting LLC,N/A,"Serving Concord, NH and surrounding areas",https://www.homeadvisor.com/rated.BromanBasementSolutions.160994717.html,"Broman Contracting LLC is a locally owned and operated company with over 20 years of experience providing trusted foundation health solutions to homeowners. We specialize in protecting homes from the ground up, offering services like waterproofing, foundation repair, crawlspace encapsulation, drainage systems, sump pumps, and radon mitigation. Our goal is to keep your home safe, dry, and structurally sound while delivering honest recommendations and high-quality workmanship you can rely on.","Drywall Repair, Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, and more.",,5,3,https://www.homeadvisor.com/tloc/Concord-NH/Foundation-or-Basement-Waterproofing,2026-06-05,https://www.homeadvisor.com/rated.BromanBasementSolutions.160994717.html,$600 for asphalt sealing,20,,Yes,,,,,,
basement waterproofing,Concord,NH,IDEAL SOLUTIONS LLC,N/A,"Serving Concord, NH and surrounding areas",https://www.homeadvisor.com/rated.IdealSolutions.160568409.html,"We have always loved fixing things. Repair knowledge is not enough without experience. From woodworking to electrical installation, we have fostered all of the skills you need for household repairs and improvements.","Handyman, Home improvement, Basement Remodeling, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Dry rot, Water or Pest Damage Major Repair",,4.8,13,https://www.homeadvisor.com/tloc/Concord-NH/Foundation-or-Basement-Waterproofing,2026-06-05,https://www.homeadvisor.com/rated.IdealSolutions.160568409.html,"$2,500 - $38,700",6 years,,,,,,,,
basement waterproofing,Concord,NH,VT Concrete Cutting & Concrete Solutions,N/A,"Serving Concord, NH and surrounding areas",https://www.homeadvisor.com/rated.VTConcreteCuttingand.31922717.html,"We pride our company on reliability, integrity and quality work. We are experts in our trade. We look forward to earning your business! VT Concrete Cutting & Concrete Solutions has been servicing all of VT, NH and Eastern NY for over 25 years with any concrete needs. Our capabilities include coring up to 48” in diameter, cutting to any depth with our wire saw, concrete crack repair and injections, basement waterproofing, sump pump installations, basement and egress window installations, bulkhead door replacements, crawlspace repair, moisture control, concrete replacement up to 500sq feet, foundation repair and so much more.","Concrete Foundation Repair, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Poured Concrete Wall Repair, Sump Pump or Interior Foundation Drains Installation, Egress Window Installation, and more.",,4.1,31,https://www.homeadvisor.com/tloc/Concord-NH/Foundation-or-Basement-Waterproofing,2026-06-05,https://www.homeadvisor.com/rated.VTConcreteCuttingand.31922717.html,"$1,900 - $17,000",37 years,,Yes,,,,,,
basement waterproofing,Concord,NH,Green Home Solutions of North Central MA,N/A,"Serving Concord, NH and surrounding areas",https://www.homeadvisor.com/rated.GreenHomeSolutions.117114793.html,"We provide comprehensive indoor air solutions that target the root cause of the problem, not just the symptoms. Our team of experts utilizes science-backed, eco-friendly treatments to eliminate mold, mildew, and other pollutants. With years of experience and a commitment to sustainability, we've successfully transformed thousands of homes, offices, and healthcare facilities across America. Our customers trust us to deliver cleaner, healthier indoor air without harming people, pets, or the planet.","Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Indoor Air Quality Testing, Commercial Toxicity and Mold Removal, Mold Remediation, HVAC Duct Cleaning, Probiotic Treatments",,4.8,13,https://www.homeadvisor.com/tloc/Concord-NH/Foundation-or-Basement-Waterproofing,2026-06-05,https://www.greenhomesolutions.com/locations/north-central-ma/,"$450 - $2,900",5 years,,Yes,,,,,,https://img.logo.dev/greenhomesolutions.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
