service;city;state;company_name;phone;address;website;description;services_offered;pricing;google_rating;google_reviews_count;source_url;collected_date;actual_website;cost_range;years_in_business;license_number;insured;bbb_accredited;bbb_rating;service_area;business_hours;email;logo_url
foundation repair;Sanford;ME;Dlk renovations and additions;N/A;Stratham, NH;https://www.houzz.com/professionals/general-contractors/dlk-renovations-and-additions-pfvwus-pf~27412887;Dlk renovations and additions offers a wide range of home improvement and renovation services, including kitchen and bathroom remodeling, roofing, basement remodeling, and custom cabinetry.;Asphalt Shingle Roofing, Attic Restoration, Baseboard Installation, Basement Remodeling, Basement Waterproofing, Bathroom Remodeling, Cedar Siding, Concrete Repair, Crown Molding Installation, Custom Cabinets, Deck Building, Demolition, Door Installation, Door Repair, Drywall Installation, Drywall Texturing, Exterior Door Installation, Flooring Installation, Foundation Repair, Garage Building, Green Building, Home Additions, Home Remodeling, House Framing, Insulation Installation, Kitchen Remodeling, Lighting Installation, Masonry, New Home Construction, Outdoor Kitchen Construction, Porch Design & Construction, Roof Flashing Installation, Roof Repair, Roof Replacement, Shower Installation, Siding Installation, Siding Repair, Skylight Installation, Sliding Door Installation, Soffit Installation, Soffit Repair, Spray Foam Insulation, Stair Installation, Stone Masonry;;0;0;https://www.houzz.com/professionals/general-contractor/sanford-me-us-project-type-foundation-repair-probr1-bo~t_11786~r_101183111~sv_29299?fi=15;05.06.2026;https://www.houzz.com/professionals/general-contractors/dlk-renovations-and-additions-pfvwus-pf~27412887;;;;;;;Stratham, NH;;;https://img.logo.dev/houzz.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Sanford;ME;CDL Construct LLC;N/A;8 Brewer Road, Kensington, NH, NH 03833;https://www.houzz.com/professionals/general-contractors/cdl-construct-llc-pfvwus-pf~63529982;CDL Construct LLC specializes in a variety of contracting services, including architectural design, remodeling, and new construction, ensuring efficient project management from initial planning to final execution.;Architectural Design, Basement Remodeling, Bathroom Remodeling, Building Design, Cabinet Installation, Carpentry, Carport Installation, Cedar Siding, Custom Homes, Deck Building, Demolition, Elevator Installation, Excavating, Finish Carpentry, Floor Leveling, Flooring Installation, Foundation Repair, Garage Building, General Contracting, Generator Installation, Granite Countertops, Home Additions, Home Extensions, Home Remodeling, Kitchen Remodeling, Modular Home Additions, New Home Construction, Retaining Wall Construction, Siding Installation, Window Installation, Window Replacement;;0;0;https://www.houzz.com/professionals/general-contractor/sanford-me-us-project-type-foundation-repair-probr1-bo~t_11786~r_101183111~sv_29299?fi=15;05.06.2026;http://CDLconstruct.com;;;;;;;East Candia, East Derry, East Kingston, Eliot, Exeter, Greenland, Hampton, Hampton Falls, Kittery, North Hampton, North Salem, Portsmouth, Seabrook, South Hampton, Stratham;;;https://img.logo.dev/cdlconstruct.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Sanford;ME;Huntooncarpentry;N/A;Meredith, NH 03253;https://www.houzz.com/professionals/general-contractors/huntooncarpentry-pfvwus-pf~1958706541;Huntooncarpentry offers a wide range of construction and design services including custom home building, remodeling, and a variety of specific installations such as roofing, siding, and decks.;Accessory Dwelling Units (ADUs), Aluminum Siding, Asphalt Shingle Roofing, Bathroom Remodeling, Deck Building, Flooring Installation, General Contracting, Home Additions, Home Remodeling, Kitchen Remodeling, and many more.;;0;0;https://www.houzz.com/professionals/general-contractor/sanford-me-us-project-type-foundation-repair-probr1-bo~t_11786~r_101183111~sv_29299?fi=15;05.06.2026;https://huntooncarpentry.com;;;;;;;Ashland, Center Harbor, Gilford, Holderness, Laconia, Melvin Village, Meredith, Moultonborough, New Hampton, Plymouth, Sanbornton, Winnisquam;;;
foundation repair;Sanford;ME;VK Painting & Construction;N/A;1, Amesbury, MA 01913;https://www.houzz.com/professionals/general-contractors/vk-painting-and-construction-pfvwus-pf~1958361897;VK Painting & Construction offers various construction and improvement services, including composition roofing, energy-efficient homes, and foundation repairs.;Composition Roofing, Energy-Efficient Homes, Foundation Construction, Foundation Repair, Metal Roofing, Multigenerational Homes, Siding Installation, Soffit Repair, Spray Foam Insulation, Water Heater Installation;;0;0;https://www.houzz.com/professionals/general-contractor/sanford-me-us-project-type-foundation-repair-probr1-bo~t_11786~r_101183111~sv_29299?fi=15;05.06.2026;https://www.houzz.com/professionals/general-contractors/vk-painting-and-construction-pfvwus-pf~1958361897;;;;;;;Amesbury, East Kingston, Hampton Falls, Merrimac, Newburyport, Salisbury, Seabrook, South Hampton, West Newbury;;Not provided;https://img.logo.dev/houzz.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Sanford;ME;Kellerford Construction Inc.;N/A;Manchester, NH;https://www.houzz.com/professionals/general-contractors/kellerford-construction-inc-pfvwus-pf~187206626;Kellerford Construction Inc. provides a wide range of home improvement services, specializing in remodeling and construction projects to enhance residential spaces.;Basement Remodeling, Bathroom Remodeling, Countertop Installation, Deck Building, Deck Repair, Demolition, Exterior Door Installation, Foundation Repair, Garage Building, General Contracting, Home Additions, Home Extensions, Home Remodeling, House Framing, Insulation Installation, Kitchen Remodeling, Laminate Flooring Installation, Linoleum Flooring Installation, New Home Construction, Porch Design & Construction, Roof Flashing Installation, Roof Installation, Roof Repair, Roof Replacement, Shed Design & Construction, Shower Installation, Siding Installation, Siding Repair, Skylight Installation, Sliding Door Installation, Tile Installation, Trim Work, Vinyl Siding, Wainscoting, Window Installation, Window Replacement;;0;0;https://www.houzz.com/professionals/general-contractor/sanford-me-us-project-type-foundation-repair-probr1-bo~t_11786~r_101183111~sv_29299?fi=15;05.06.2026;https://www.houzz.com/professionals/general-contractors/kellerford-construction-inc-pfvwus-pf~187206626;;;;;;;Amherst, Auburn, Bedford, Bow, Bow Bog, Candia, Chester, Derry, Derry Village, Dunbarton, East Merrimack, Goffstown, Hooksett, Londonderry, Manchester, Merrimack, Pinardville, South Hooksett, Suncook;;;https://img.logo.dev/houzz.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Nashua;NH;Erickson Foundation Solutions;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/nh/hudson/erickson-foundation-solutions-reviews-1.htm;Erickson Foundation Solutions specializes in foundation repair and basement waterproofing systems. They have been helping homeowners in their community fix their homes since 1979, providing access to the best materials and solutions for foundation problems.;Concrete Foundation Repair, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, Concrete Injection Leveling Mudjacking, Emergency Services, Radon Gas Abatement.;;04.ﬂÌ‚;74;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.ericksonfoundationsolutions.com;$1,000 - $12,000;47 years;CSFA-106058;yes;;;Hudson, NH and surrounding areas;;;https://img.logo.dev/ericksonfoundationsolutions.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Nashua;NH;Groundworks;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/nh/londonderry/rescon-basement-solutions-llc-reviews-1.htm;Groundworks is North America‚Äôs leading and fastest-growing foundation repair and water management solutions provider, offering peace of mind with their mission to repair, protect and improve homes.;Concrete Foundation Repair, Foundation Drainage Installation and Replacement, Foundation, Basement or Crawlspace Waterproofing / Encapsulation, and more.;;04.Ë˛Ì¸;26;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.groundworks.com;$475 - $19,000;30;Contact business for more information.;Yes;;;North America;;;https://img.logo.dev/groundworks.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Nashua;NH;Sonart Construction Corp.;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/ma/randolph/sonart-construction-corp-reviews-1.htm;Sonart Construction Corp. has over 15 years of experience in providing a variety of exterior and interior renovation services. We provide services to Palm Beach, Broward and Miami-Dade Counties. We specialize in Bathroom Remodeling, Kitchen Remodeling, Flooring and the list goes on. Customer satisfaction is what determines our success, which is why we take a hands-on approach and keep the customer informed through every phase of the project.;Electrical for Home Addition or Remodel - Install, Handyman for Multiple Small Projects, Cabinets - Install, Bathroom Remodeling, Kitchen Remodeling, Flooring;;02.Ï‡Ú;7;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.angi.com/companylist/us/ma/randolph/sonart-construction-corp-reviews-1.htm;$12,000 - $25,000;15;214928;No;;;Palm Beach, Broward and Miami-Dade Counties;;;
foundation repair;Nashua;NH;A Watertite Foundation Crack Repair;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/ma/leominster/a-watertite-foundation-crack-repair-reviews-1937881.htm;A Watertite Foundation Leak Repair. High pressure crack waterproofing injection. 30 years experience. No excavation. No mess. Neat, professional work. No subcontractors. Lifetime warrantee transferable to new owners. Home inspectors approve this process.;Foundations - High Pressure Crack Injection to stop basement leaks;;5;93;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.angi.com/companylist/us/ma/leominster/a-watertite-foundation-crack-repair-reviews-1937881.htm;$60 - $2,000;30;;Yes;;;Leominster, MA;;;
foundation repair;Nashua;NH;Jackson and Company Foundation Repair;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/nh/hampstead/jackson-and-company-foundation-repair-reviews-481050.htm;For 25 years we've been providing permanent and cost-effective solutions to one of the biggest problems facing homeowners: cracked and leaking concrete. From crack repair to sump-pumps to structural solutions, we have the experience and the knowledge to solve your foundation-related problems. Plus, our lifetime-of-the-structure gives you the peace of mind you want. When it‚Äôs repaired by us, it‚Äôs repaired forever.;Concrete repair, concrete coatings/foundation stabilization, sump pump installation, crack injection & crack repair.;;04.Ï‡È;20;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.jacksonandcompanyfoundationrepair.com;$495 - $2,500;25 years;Not provided;Yes;;;Not explicitly listed, but serves homeowners experiencing concrete issues.;;;
foundation repair;Nashua;NH;Murray Masonry & More Corp;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/ma/peabody/murray-masonry-and-more-corp-reviews-2335804.htm;Conservators of landmarks and properties of historic distinction, Murray Masonry specializes in large or comprehensive residential and small to medium sized commercial brick and stone restoration projects;;;;;;;;;;;;;;;;;
foundation repair;Nashua;NH;Saber Concrete Repair;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/nh/londonderry/saber-concrete-repair-reviews-8357279.htm;Saber concrete repair is an Owner operated concrete crack specialists. Professionally trained in pressure injection methods for both Urethane Grout injection and structural Epoxy injection. These injection procedures are used for the repair and waterproofing of pipe penetrations through foundation walls. We also provide garage, basement and sidewalk surface crack treatments as well as miscellaneous sealant applications for bulkheads, windows, tie-rods and cold-joint applications. We provide solutions to minor concrete issues associated with garage floors, pool deck surfaces and concrete steps/stairs.;Poured concrete foundation crack repairs, floor cracks and tie rod sealing, leaking bulkhead structures and doors, pipe penetration repairs, sidewalk joint sealing and general concrete repairs.;;5;11;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.angi.com/companylist/us/nh/londonderry/saber-concrete-repair-reviews-8357279.htm;$400 - $8,000;14 years;;yes;;;Londonderry, NH;;;
foundation repair;Nashua;NH;Pinnacle Waterproofing and Concrete Repair;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/nh/lyndeborough/pinnacle-waterproofing-and-concrete-repair-reviews-49601045.htm;At Pinnacle Waterproofing and Concrete Repair, we offer a wide assortment of services relating to your basement waterproofing and foundation repair needs. Our home base is nestled in the beautiful Monadnock Region and we proudly service all of New Hampshire, Massachusetts, and Eastern Vermont. The integrity of your home or business starts with the foundation. Secure that integrity and your peace of mind, with our trusted superior technology and experienced technicians to make sure basements and foundations are safe, reliable, and ready to weather the elements.;Waterproofing, Concrete Foundation Repair, Poured Concrete Wall Repair, Sump Pumps, French Drains, Concrete Sealers;;5;10;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.angi.com/companylist/us/nh/lyndeborough/pinnacle-waterproofing-and-concrete-repair-reviews-49601045.htm;$660 - $2,000;11 years;Not provided;Yes;;;All of New Hampshire, Massachusetts, and Eastern Vermont;;;
foundation repair;Nashua;NH;New England Foundation Crack Repair;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/ma/north-oxford/new-england-foundation-crack-repair-reviews-9680831.htm;New England Foundation Crack Repair was founded with the sole purpose of providing economically sound solutions for you and your home while adhering to high safety standards and operating with honesty and integrity. We strive to ensure all of our clients needs are not only met, but exceeded, ensuring all our customers are left with a satisfying experience as well with a solid investment in their home's future.;Concrete Flatwork - Repair & Resurface, Poured Concrete Wall Service, Concrete Foundation Installation, Wall Crack Repair, Floor Crack Repair, Floor To Wall Seam Repair, Cold Joint Repair, Bulkhead waterproofing, Stone Repoint, Pipe Penetration.;;5;4;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.angi.com/companylist/us/ma/north-oxford/new-england-foundation-crack-repair-reviews-9680831.htm#reviews;$3,000;;;Yes;;;;;;
foundation repair;Nashua;NH;American Made Masonry LLC;Not Available;Serving Nashua, NH and surrounding areas;https://www.angi.com/companylist/us/ma/burlington/american-made-masonry-llc-reviews-264771.htm;American Made Masonry LLC is a full service masonry company servicing greater Boston and beyond. We are fully licensed and insured and we provide free estimates and follow-up service. We specialize in all types and stages of masonry construction, including stairs, walkways, chimneys, patios, fireplaces, walls, driveways, paving stones, all types of concrete work, and more. We also do all types of general masonry repairs, including repointing, chimney extensions, and waterproofing.;Masonry, basement repointing, block, brick, chimneys, concrete, patios, pavers, sealing & sump pumps., stairs, stone, tile, walkways, walls, waterproofing;;04.Ï‡È;269;https://www.angi.com/companylist/us/nh/nashua/foundation-repair.htm;05.06.2026;https://www.angi.com/companylist/us/ma/burlington/american-made-masonry-llc-reviews-264771.htm;Varied;;;;;;;;;
foundation repair;Durham;NH;RC Works LLC;(617) 910-3632;Medford, MA 02155;https://www.houzz.com/professionals/general-contractors/rc-works-llc-pfvwus-pf~818472579;Industry Leading General Contractors in Middlesex County;Accessory Dwelling Units (ADUs), Basement Remodeling, Bathroom Remodeling, Deck Building, Demolition, Drywall Installation, Foundation Repair, General Contracting, Home Additions, Home Extensions, Home Remodeling, Home Restoration, House Framing, Kitchen Remodeling, Masonry, New Home Construction, Roof Replacement, Siding Installation, Tile Installation, Trim Work, Vinyl Flooring Installation, Vinyl Siding, Waterproofing, Wine Cellar Installation, Wood Floor Installation, Workshop Design & Construction, Epoxy;;5;4;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;https://www.houzz.com/professionals/general-contractors/rc-works-llc-pfvwus-pf~818472579;;;;;;;Arlington, Belmont, Boston, Brookline, Cambridge, Lexington, Medford, Melrose, Newton, Somerville, South Boston, Stoneham, Waltham, Wellesley, Weston, Winchester, Woburn, Allston, Brighton, Charlestown, North Waltham;;;https://img.logo.dev/houzz.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Durham;NH;JP Builders Co LLC;(603) 776-9404;445 Dudley Rd, Alton, NH 03809;https://www.houzz.com/professionals/general-contractors/jp-builders-co-llc-pfvwus-pf~1225253019;40 years in Business Building in all phases of Construction Specializing in Custom Homes of the Highest Quality;Balcony Design & Construction, Basement Remodeling, Bathroom Remodeling, Custom Home Bars, Deck Building, Demolition, Exterior Door Installation, Flooring Installation, Foundation Repair, Garage Building, General Contracting, Home Extensions, Laminate Flooring Installation, Lighting Installation, Masonry, New Home Construction, Outdoor Kitchen Construction, Roof Installation, Roof Repair, Roof Replacement, Rubber Roofing, Skylight Installation, Sliding Door Installation, Staircase Installation, Stone Masonry, Tiny House Construction, Wine Cellar Installation, Wood Floor Installation, Custom Home, Barn Design & Construction, Cedar Siding, Energy-Efficient Homes, Fireplace Installation, Gas Fireplace Installation, Guesthouse Design & Construction, Home Additions, Home Remodeling, Home Restoration, House Framing, Kitchen Remodeling, Log Home Construction, Pool House Design & Construction, Porch Design & Construction, Project Management, Roof Flashing Installation, Shed Design & Construction, Shower Installation, Siding Installation, Siding Repair, Site Preparation;;5;7;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;http://www.jpbuilderscollc.com;;;;;;;Alton, Alton Bay, Barnstead, Brookfield, Center Barnstead, Farmington, Gilford, Gilmanton, Gilmanton Iron Works, New Durham, Sanbornville, Strafford, Union, Wolfeboro, Wolfeboro Falls;;;
foundation repair;Durham;NH;Leland M. Hussey Contracting;(781) 760-4886;Lynn, MA;https://www.houzz.com/professionals/general-contractors/leland-m-hussey-contracting-pfvwus-pf~723354630;Leland M. Hussey Contracting is an EPA and OSHA certified builder specializing in various construction and design services.;Attic Conversion, Attic Restoration, Barn Design & Construction, Baseboard Installation, Basement Remodeling, Bathroom Remodeling, Carport Installation, Cedar Siding, Chimney Construction, Concrete Flooring, Crown Molding Installation, Custom Home, Custom Home Bars, Deck Repair, Demolition, Dock Design & Construction, Drywall Installation, Exterior Door Installation, Fireplace Installation, Floor Leveling, Foundation Construction, Foundation Repair, General Contracting, Home Additions, Home Restoration, House Framing, Kitchen Remodeling, New Home Construction, Outdoor Kitchen Construction, Porch Design & Construction, Roof Installation, Roof Repair, Shower Installation, Site Preparation, Skylight Installation, Skylight Repair, Sliding Door Installation, Stair Installation, Trim Work, Wheelchair Ramp Installation, Window Installation, Window Replacement, Wood Floor Installation, Wood Siding;;04.ÒÂÌÚ;11;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;https://lelandmhussey.houzz.com;;;;;;;Beverly, Beverly Cove, Boston, Cambridge, Danvers, Everett, Lynn, Lynnfield, Marblehead, Middleton, Nahant, North Reading, Reading, Revere, Salem, Saugus, Swampscott, Wakefield, Wenham, Winthrop, Woburn;;;https://img.logo.dev/houzz.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Durham;NH;Mr. Fix-It;(603) 625-8697;Manchester, NH;https://www.houzz.com/professionals/general-contractors/mr-fix-it-pfvwus-pf~1956920481;Residential & Commercial Maintenance, Repair & Remodeling. We are fully Insured and offer free estimates.;Baseboard Installation, Basement Remodeling, Bathroom Remodeling, Cedar Siding, Concrete Repair, Crown Molding Installation, Deck Building, Deck Repair, Demolition, Drywall Installation, Drywall Texturing, Energy-Efficient Homes, Exterior Door Installation, Flooring Installation, Foundation Repair, General Contracting, Home Additions, Home Extensions, Home Remodeling, Insulation Installation, Kitchen Remodeling, Laminate Flooring Installation, Masonry, Siding Installation, Siding Repair, Sliding Door Installation, Soffit Installation, Soffit Repair, Subfloor Installation, Tile Installation, Trim Work, Vinyl Siding, Wainscoting, Wheelchair Ramp Installation, Window Installation, Window Replacement, Wood Floor Installation, Custom Cabinets, Door Installation;;5;2;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;http://mrfixitnh.com;;;;;;;Amherst, Auburn, Bedford, Bow, Bow Bog, Candia, Chester, Derry, Derry Village, Dunbarton, East Merrimack, Goffstown, Hooksett, Londonderry, Manchester, Merrimack, Pinardville, Portsmouth, South Hooksett, Suncook;;;
foundation repair;Durham;NH;Dom's Workshop;(857) 615-0387;Nashua, NH 03060;https://www.houzz.com/professionals/general-contractors/dom-s-workshop-pfvwus-pf~256236940;We are a locally owned and operated company;;;;;;;;;;;;;;;;;
foundation repair;Durham;NH;Creative Construction Solutions INC;(339) 440-7231;4 Union st, North Andover, MA 01845;https://www.houzz.com/professionals/general-contractors/creative-construction-solutions-inc-pfvwus-pf~688989599;Creative Construction Solutions takes pride in their work and strives to make each and every client proud of the investment they've made in their home. Our creative project designs and detailed costing budgets, listing many alternatives and options, allow each prospective client to explore the opportunities and make dreams reality.;Attic Restoration, Baseboard Installation, Basement Remodeling, Basement Waterproofing, Bathroom Remodeling, Crown Molding Installation, Custom Home Bars, Deck Building, Deck Repair, Demolition, Drywall Installation, Energy-Efficient Homes, Exterior Door Installation, Flooring Installation, Foundation Construction, Foundation Repair, Garage Building, General Contracting, Green Building, Home Additions, Home Extensions, Home Gym Design & Construction, Home Inspection, Home Remodeling, House Framing, Kitchen Remodeling, Laminate Flooring Installation, Modular Home Additions, Multigenerational Homes, New Home Construction, Outdoor Kitchen Construction, Porch Design & Construction, Project Management, Radiant Floor Heating, Shower Installation, Skylight Installation, Sliding Door Installation, Stair Installation, Tile Installation, Trim Work, Wainscoting, Waterproofing, Window Installation, Window Replacement, Custom Homes, Door Installation, Door Repair;;04.‡‚„;6;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;https://creativeconstructionsolutions.houzzsite.com;;;;;;;Andover, Billerica, Boxford, Danvers, Georgetown, Lynnfield, Middleton, North Andover, North Reading, Salem, Tewksbury, Topsfield, Wilmington, Allston, Beverly, Beverly Cove, Boston, Brookline, Cambridge, Charlestown, Chelsea, East Boston, Everett, Lynn, Malden, Manchester, Marblehead, Medford, Melrose, Nahant, Peabody, Reading, Revere, Saugus, Somerville, South Boston, South Peabody, Stoneham, Swampscott, Wakefield, Wenham, Winchester, Winthrop;;;https://img.logo.dev/houzzsite.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Durham;NH;PMP Construction LLC.;(978) 259-5565;25 Pinckney st, Dracut, MA, MA 01826;https://www.houzz.com/professionals/general-contractors/pmp-construction-llc-pfvwus-pf~759495077;Our focus is QUALITY. You can find a cheaper, but I will take the time to make sure you are 100% happy. We will help you with the smallest things to make the biggest difference on your new masonry project, additions, repairs or maintenance for existing stonework.;Brick Masonry, Brick Siding, Chimney Construction, Concrete Construction, Concrete Flooring, Concrete Repair, Demolition, Foundation Repair, Masonry, Stair Installation, Stone Installation, Stone Masonry, Stone Siding, Stucco Installation, Stucco Repair, Brick Repair, Chimney Repair, Concrete Cleaning, Concrete Driveway Installation, Patio Construction, Paver Installation, Stair Repair, Stone Cleaning;;5;6;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;http://www.pmpmasonry.com;;;;;;;Andover, Billerica, Dracut, Haverhill, Lowell, North Chelmsford, Tewksbury, Westford, Acton, Arlington, Carlisle, Gloucester, Newburyport, Stoneham, Sudbury, Wakefield, Woburn;;;https://img.logo.dev/pmpmasonry.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Durham;NH;McCann Construction;(978) 328-3515;Chelmsford, MA 01824;https://www.houzz.com/professionals/general-contractors/mccann-construction-pfvwus-pf~60692462;Home Improvement Contractor;Asphalt Shingle Roofing, Attic Conversion, Baseboard Installation, Basement Remodeling, Basement Waterproofing, Carport Installation, Cedar Siding, Countertop Installation, Crown Molding Installation, Custom Home Bars, Deck Building, Deck Repair, Demolition, Drywall Installation, Drywall Texturing, Exterior Door Installation, Fireproofing, Floor Leveling, Flooring Installation, Foundation Repair, Garage Building, General Contracting, Guesthouse Design & Construction, Home Additions, Home Extensions, Home Remodeling, Home Restoration, Kitchen Remodeling, Laminate Flooring Installation, Lighting Installation, Linoleum Flooring Installation, Metal Roofing, Porch Design & Construction, Roof Flashing Installation, Roof Installation, Roof Repair, Roof Replacement, Roof Waterproofing, Rubber Roofing, Shed Design & Construction, Shower Installation, Siding Installation, Siding Repair, Skylight Installation, Skylight Repair, Sliding Door Installation, Soffit Installation, Soffit Repair, Stair Installation, Staircase Design;;5;1;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;https://www.houzz.com/professionals/general-contractors/mccann-construction-pfvwus-pf~60692462;;;;;;;Acton, Andover, Bedford, Billerica, Burlington, Carlisle, Chelmsford, Concord, Dracut, Dunstable, Littleton, Littleton Common, Lowell, North Billerica, North Chelmsford, Tewksbury, Tyngsboro, West Concord, Westford, Wilmington;;;https://img.logo.dev/houzz.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Durham;NH;Orival Property Services;(781) 346-9562;11 chestnut street, Lynn, MA 01902;https://www.houzz.com/professionals/general-contractors/orival-property-services-pfvwus-pf~503648540;Our mission is to make your project process easy and hassle free - from the initial stage to completion, from design to clean-up. We are here to help. We have a network of designers, builders, and laborers, all of whom are committed to you and your demands.;Accessory Dwelling Units (ADUs), Aluminum Siding, Asphalt Shingle Roofing, Attic Conversion, Attic Restoration, Baseboard Installation, Basement Remodeling, Basement Waterproofing, Bathroom Remodeling, Brick Masonry, Cedar Siding, Chimney Construction, Concrete Construction, Concrete Repair, Countertop Installation, Countertop Refinishing, Crown Molding Installation, Deck Building, Deck Repair, Demolition, Drywall Installation, Drywall Texturing, Exterior Door Installation, Fireproofing, Floor Leveling, Flooring Installation, Foundation Construction, Foundation Repair, Garage Building, General Contracting, Grout Repair, Home Additions, Home Extensions, Home Remodeling, Home Restoration, House Framing, Insulation Installation, Kitchen Remodeling, Laminate Flooring Installation, Lighting Installation, Masonry, Porch Design & Construction, Project Management, Roof Flashing Installation, Roof Installation, Roof Repair, Roof Replacement, Shower Installation, Siding Installation, Siding Repair;;04.Ï‡È;4;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;http://www.orivalproperties.com;;;;;;;Beverly, Boston, Brookline, Cambridge, Charlestown, Chelsea, Danvers, East Boston, Everett, Lynn, Lynnfield, Marblehead, Medford, Melrose, Nahant, North Reading, Peabody, Reading, Revere, Salem, Saugus, Somerville, South Boston, South Peabody, Swampscott, Wakefield, Winthrop;;info@orivalproperties.com;https://img.logo.dev/orivalproperties.com?token=pk_NFrl5GunTOeNhOmq-xZEIw
foundation repair;Durham;NH;Wilder Construction;(978) 688-3975;Methuen, MA 1844;https://www.houzz.com/professionals/general-contractors/wilder-construction-pfvwus-pf~1042145372;Wilder Construction has over 30 years' experience in designing, constructing, and completing quality Commercial, Municipal, and Residential Master Masonry and General Contracting Projects. They offer concierge customer service and expert construction knowledge, delivering consistent and outstanding results.;Attic Restoration, Basement Waterproofing, Brick Masonry, Brick Siding, Chimney Construction, Concrete Construction, Concrete Flooring, Concrete Repair, Deck Building, Deck Repair, Fireplace Installation, Foundation Construction, Foundation Repair, General Contracting, Home Additions, Masonry, New Home Construction, Outdoor Kitchen Construction, Porch Design & Construction, Site Preparation, Stone Installation, Stone Masonry, Stucco Installation, Stucco Repair, Sustainable Design, Waterproofing, Wheelchair Ramp Installation, Wine Cellar Installation, Wood Stove Installation, Workshop Design & Construction, Brickwork, Custom Porticos, Stonework, Paver Walkways, Fireplaces, Retaining Walls, Brick Restoration, Granite Wall Restoration, Paver Patios, Handicap ADA Ramps, Excavations, General Contractor, Universal Design, Adaptive Home Solutions.;;5;3;https://www.houzz.com/professionals/general-contractor/durham-nh-us-project-type-foundation-repair-probr1-bo~t_11786~r_5085618~sv_29299;05.06.2026;http://www.wilderconstruction.net/;;;;;;;Andover, Atkinson, Boxford, Chelmsford, Dracut, Groveland, Haverhill, Lawrence, Londonderry, Lowell, Merrimac, Methuen, Middleton, Newton, Newton Junction, North Andover, Pelham, Plaistow, Salem, Tewksbury, West Newbury, Windham, Newburyport, Wakefield, Cambridge, Rowley, Ipswich, Georgetown, Salisbury, Hampton Beach, Kensington, Billerica, Massachusetts, New Hampshire.;;;
